filename,x_pixel,y_pixel
img_0083.jpg,147.92,49.296
img_0084.jpg,231.723,99.676
img_0085.jpg,124.99,71.555
img_0086.jpg,139.635,204.672
img_0087.jpg,11.33,155.054
img_0088.jpg,136.867,146.0
img_0089.jpg,11.766,138.758
img_0090.jpg,61.763,97.383
img_0091.jpg,110.382,78.612
img_0092.jpg,56.83,132.249
img_0093.jpg,165.482,218.788
img_0094.jpg,151.03,150.253
img_0095.jpg,114.456,92.89
img_0096.jpg,73.341,57.813
img_0097.jpg,107.74,133.094
img_0098.jpg,104.299,82.205
img_0099.jpg,217.688,77.33
img_0100.jpg,145.267,127.506
img_0101.jpg,81.032,175.14
img_0102.jpg,73.743,120.419
img_0103.jpg,19.753,84.503
img_0104.jpg,130.395,117.541
img_0105.jpg,30.28,124.606
img_0106.jpg,29.763,66.366
img_0107.jpg,8.552,160.125
img_0108.jpg,204.367,84.078
img_0109.jpg,9.08,91.351
img_0110.jpg,51.155,134.196
img_0111.jpg,158.271,154.331
img_0112.jpg,235.596,62.745
img_0113.jpg,80.36,64.618
img_0114.jpg,191.023,202.732
img_0115.jpg,20.696,99.192
img_0116.jpg,9.702,148.817
img_0117.jpg,23.57,175.131
img_0118.jpg,204.153,138.876
img_0119.jpg,97.217,156.889
img_0120.jpg,22.789,79.018
img_0121.jpg,82.168,179.749
img_0122.jpg,121.322,89.348
img_0123.jpg,139.628,45.537
img_0124.jpg,220.021,227.328
img_0125.jpg,73.636,87.543
img_0126.jpg,11.622,59.394
img_0127.jpg,218.433,19.575
img_0128.jpg,47.377,81.161
img_0129.jpg,46.661,95.232
img_0130.jpg,58.764,56.149
img_0131.jpg,77.916,139.746
img_0132.jpg,68.679,164.903
img_0133.jpg,179.358,220.086
img_0134.jpg,33.615,144.017
img_0135.jpg,123.732,76.294
img_0136.jpg,219.178,86.247
img_0137.jpg,9.719,163.914
img_0138.jpg,109.777,155.577
img_0139.jpg,134.851,107.394
img_0140.jpg,151.298,120.72
img_0141.jpg,169.748,209.647
img_0142.jpg,210.751,108.978
img_0143.jpg,126.343,135.683
img_0144.jpg,198.821,134.567
img_0145.jpg,91.619,48.379
img_0146.jpg,9.625,75.59
img_0147.jpg,90.27,144.443
img_0148.jpg,102.331,82.908
img_0149.jpg,42.301,148.596
img_0150.jpg,14.468,66.608
img_0151.jpg,114.634,93.794
img_0152.jpg,58.915,45.0
img_0153.jpg,203.543,212.201
img_0154.jpg,211.953,57.391
img_0155.jpg,110.776,206.178
img_0156.jpg,97.393,114.66
img_0157.jpg,69.647,120.205
img_0158.jpg,102.959,85.769
img_0159.jpg,9.186,137.218
img_0160.jpg,35.368,154.382
img_0161.jpg,117.352,130.024
img_0162.jpg,22.582,180.735
img_0163.jpg,16.688,92.432
img_0164.jpg,51.886,125.687
img_0165.jpg,108.621,185.508
img_0166.jpg,218.894,182.767
img_0167.jpg,159.41,25.137
img_0168.jpg,163.762,189.014
img_0169.jpg,76.855,138.434
img_0170.jpg,9.36,165.142
img_0171.jpg,180.645,15.081
img_0172.jpg,51.433,133.067
img_0173.jpg,87.159,54.435
img_0174.jpg,127.54,38.464
img_0175.jpg,86.259,117.511
img_0176.jpg,163.097,81.097
img_0177.jpg,157.437,93.982
img_0178.jpg,10.817,140.955
img_0179.jpg,28.887,62.405
img_0180.jpg,180.373,214.451
img_0181.jpg,34.409,154.473
img_0182.jpg,69.399,63.633
img_0183.jpg,30.851,87.929
img_0184.jpg,203.081,211.947
img_0185.jpg,220.969,29.879
img_0186.jpg,220.523,178.182
img_0187.jpg,25.621,187.795
img_0188.jpg,177.177,152.639
img_0189.jpg,56.456,173.213
img_0190.jpg,85.2,39.58
img_0191.jpg,85.684,51.373
img_0192.jpg,51.257,105.871
img_0193.jpg,38.612,74.793
img_0194.jpg,40.327,48.305
img_0195.jpg,161.796,32.752
img_0196.jpg,66.636,112.446
img_0197.jpg,89.964,63.092
img_0198.jpg,110.392,64.7
img_0199.jpg,24.11,107.531
img_0200.jpg,55.398,73.357
img_0201.jpg,168.827,219.641
img_0202.jpg,146.696,114.692
img_0203.jpg,23.337,180.304
img_0204.jpg,133.539,32.141
img_0205.jpg,30.243,132.243
img_0206.jpg,58.172,186.624
img_0207.jpg,136.923,189.072
img_0208.jpg,214.648,39.665
img_0209.jpg,104.536,200.289
img_0210.jpg,22.533,120.503
img_0211.jpg,52.592,85.983
img_0212.jpg,9.23,165.129
img_0213.jpg,63.85,133.017
img_0214.jpg,218.214,140.882
img_0215.jpg,180.457,120.888
img_0216.jpg,63.218,192.891
img_0217.jpg,196.046,85.586
img_0218.jpg,122.272,107.465
img_0219.jpg,35.944,136.08
img_0220.jpg,20.597,121.331
img_0221.jpg,93.23,98.779
img_0222.jpg,122.713,92.178
img_0223.jpg,51.088,176.291
img_0224.jpg,33.794,102.16
img_0225.jpg,15.727,170.532
img_0226.jpg,14.724,79.056
img_0227.jpg,51.015,62.249
img_0228.jpg,80.959,66.583
img_0229.jpg,165.853,56.715
img_0230.jpg,98.897,68.173
img_0231.jpg,95.249,73.279
img_0232.jpg,206.943,49.643
img_0233.jpg,12.83,181.266
img_0234.jpg,17.268,122.176
img_0235.jpg,53.663,50.7
img_0236.jpg,158.093,100.414
img_0237.jpg,28.892,177.117
img_0238.jpg,34.923,62.781
img_0239.jpg,103.529,82.505
img_0240.jpg,193.065,158.775
img_0241.jpg,73.051,129.926
img_0242.jpg,12.571,63.171
img_0243.jpg,199.073,134.401
img_0244.jpg,42.91,78.638
img_0245.jpg,98.056,199.545
img_0246.jpg,224.292,71.296
img_0247.jpg,10.48,64.812
img_0248.jpg,205.99,64.041
img_0249.jpg,119.451,196.274
img_0250.jpg,121.548,205.28
img_0251.jpg,9.677,183.056
img_0252.jpg,209.076,43.786
img_0253.jpg,163.352,35.742
img_0254.jpg,53.35,164.012
img_0255.jpg,188.828,20.119
img_0256.jpg,116.828,207.573
img_0257.jpg,66.233,194.481
img_0258.jpg,167.801,41.233
img_0259.jpg,122.862,189.52
img_0260.jpg,186.477,17.03
img_0261.jpg,118.28,31.475
img_0262.jpg,135.574,121.31
img_0263.jpg,10.566,62.265
img_0264.jpg,168.491,86.707
img_0265.jpg,195.283,12.787
img_0266.jpg,178.376,97.809
img_0267.jpg,11.795,66.557
img_0268.jpg,129.638,59.022
img_0269.jpg,39.32,157.227
img_0270.jpg,103.812,154.926
img_0271.jpg,185.494,213.014
img_0272.jpg,207.92,222.499
img_0273.jpg,101.814,193.643
img_0274.jpg,41.31,111.598
img_0275.jpg,103.816,181.304
img_0276.jpg,204.224,83.585
img_0277.jpg,116.514,126.688
img_0278.jpg,212.089,15.411
img_0279.jpg,104.866,133.721
img_0280.jpg,128.216,73.93
img_0281.jpg,136.372,173.723
img_0282.jpg,11.761,124.082
img_0283.jpg,140.079,58.916
img_0284.jpg,50.386,110.022
img_0285.jpg,97.609,66.193
img_0286.jpg,37.056,134.077
img_0287.jpg,148.844,130.129
img_0288.jpg,12.609,126.168
img_0289.jpg,94.247,179.812
img_0290.jpg,89.352,94.573
img_0291.jpg,236.002,185.141
img_0292.jpg,62.95,87.113
img_0293.jpg,134.465,211.235
img_0294.jpg,60.53,76.37
img_0295.jpg,178.502,104.99
img_0296.jpg,92.856,82.566
img_0297.jpg,38.701,93.16
img_0298.jpg,38.162,158.158
img_0299.jpg,9.734,148.98
img_0300.jpg,19.636,171.768
img_0301.jpg,146.087,207.23
img_0302.jpg,69.725,114.747
img_0303.jpg,198.345,138.762
img_0304.jpg,138.761,165.594
img_0305.jpg,16.102,84.819
img_0306.jpg,223.06,91.811
img_0307.jpg,132.763,61.423
img_0308.jpg,79.925,144.659
img_0309.jpg,14.661,153.953
img_0310.jpg,105.333,178.019
img_0311.jpg,82.867,153.782
img_0312.jpg,61.509,107.975
img_0313.jpg,105.464,111.929
img_0314.jpg,108.067,92.98
img_0315.jpg,34.283,79.346
img_0316.jpg,115.297,155.856
img_0317.jpg,177.318,86.995
img_0318.jpg,113.377,81.743
img_0319.jpg,184.106,95.096
img_0320.jpg,120.778,86.245
img_0321.jpg,105.32,121.209
img_0322.jpg,49.147,122.739
img_0323.jpg,56.423,147.107
img_0324.jpg,133.695,200.246
img_0325.jpg,215.308,58.093
img_0326.jpg,226.597,84.141
img_0327.jpg,19.213,123.831
img_0328.jpg,80.806,199.342
img_0329.jpg,22.208,180.115
img_0330.jpg,40.865,92.438
img_0331.jpg,233.845,73.953
img_0332.jpg,62.168,190.892
img_0333.jpg,20.857,50.704
img_0334.jpg,43.483,89.014
img_0335.jpg,39.493,158.443
img_0336.jpg,196.343,162.458
img_0337.jpg,125.674,124.798
img_0338.jpg,104.13,176.835
img_0339.jpg,100.543,47.852
img_0340.jpg,46.546,126.454
img_0341.jpg,187.621,109.284
img_0342.jpg,98.53,46.655
img_0343.jpg,111.204,64.633
img_0344.jpg,111.118,59.941
img_0345.jpg,164.315,173.291
img_0346.jpg,68.58,48.089
img_0347.jpg,111.561,199.53
img_0348.jpg,203.543,175.488
img_0349.jpg,213.857,186.271
img_0350.jpg,172.648,86.109
img_0351.jpg,64.277,101.037
img_0352.jpg,82.973,83.805
img_0353.jpg,19.867,149.902
img_0354.jpg,94.676,143.746
img_0355.jpg,82.666,96.831
img_0356.jpg,11.237,59.637
img_0357.jpg,12.551,61.932
img_0358.jpg,86.317,104.271
img_0359.jpg,158.005,74.47
img_0360.jpg,219.797,168.965
img_0361.jpg,234.966,193.951
img_0362.jpg,183.585,81.874
img_0363.jpg,51.83,74.764
img_0364.jpg,109.582,32.798
img_0365.jpg,95.916,44.201
img_0366.jpg,196.71,149.836
img_0367.jpg,32.797,64.421
img_0368.jpg,96.01,148.983
img_0369.jpg,225.369,156.233
img_0370.jpg,116.473,200.812
img_0371.jpg,81.647,167.149
img_0372.jpg,163.02,180.574
img_0373.jpg,41.954,93.147
img_0374.jpg,22.9,145.564
img_0375.jpg,122.111,162.886
img_0376.jpg,218.441,66.401
img_0377.jpg,208.223,18.966
img_0378.jpg,44.055,124.652
img_0379.jpg,30.711,183.338
img_0380.jpg,94.886,35.445
img_0381.jpg,204.662,200.619
img_0382.jpg,37.525,178.152
img_0383.jpg,14.634,132.34
img_0384.jpg,207.397,129.192
img_0385.jpg,38.911,129.732
img_0386.jpg,220.896,37.803
img_0387.jpg,88.296,172.039
img_0388.jpg,21.826,171.582
img_0389.jpg,128.772,35.154
img_0390.jpg,74.564,128.292
img_0391.jpg,77.94,152.599
img_0392.jpg,134.293,173.961
img_0393.jpg,64.919,128.197
img_0394.jpg,144.314,109.161
img_0395.jpg,190.645,174.412
img_0396.jpg,198.273,52.319
img_0397.jpg,150.023,69.77
img_0398.jpg,42.51,151.239
img_0399.jpg,41.238,96.148
img_0400.jpg,23.391,117.051
img_0401.jpg,57.335,176.866
img_0402.jpg,42.417,176.367
img_0403.jpg,52.26,141.544
img_0404.jpg,54.588,88.377
img_0405.jpg,27.121,158.922
img_0406.jpg,81.692,161.583
img_0407.jpg,152.366,82.037
img_0408.jpg,136.571,90.887
img_0409.jpg,31.261,166.191
img_0410.jpg,126.393,106.711
img_0411.jpg,226.524,94.525
img_0412.jpg,110.095,183.817
img_0413.jpg,84.064,38.749
img_0414.jpg,37.578,181.221
img_0415.jpg,35.774,78.585
img_0416.jpg,48.978,107.968
img_0417.jpg,42.637,160.517
img_0418.jpg,38.201,73.128
img_0419.jpg,67.835,141.936
img_0420.jpg,17.033,102.417
img_0421.jpg,26.729,174.873
img_0422.jpg,118.826,112.377
img_0423.jpg,231.955,124.948
img_0424.jpg,56.717,162.351
img_0425.jpg,87.039,90.77
img_0426.jpg,90.051,41.74
img_0427.jpg,24.76,145.75
img_0428.jpg,64.668,157.086
img_0429.jpg,28.736,90.784
img_0430.jpg,112.234,65.549
img_0431.jpg,220.733,216.256
img_0432.jpg,10.553,90.421
img_0433.jpg,99.174,144.951
img_0434.jpg,55.468,84.131
img_0435.jpg,53.115,155.746
img_0436.jpg,118.93,153.458
img_0437.jpg,43.188,113.33
img_0438.jpg,227.64,196.608
img_0439.jpg,227.233,84.611
img_0440.jpg,155.446,207.915
img_0441.jpg,210.372,80.068
img_0442.jpg,9.996,177.564
img_0443.jpg,18.543,130.795
img_0444.jpg,100.466,167.324
img_0445.jpg,171.335,146.143
img_0446.jpg,9.264,142.544
img_0447.jpg,112.93,72.525
img_0448.jpg,143.836,134.633
img_0449.jpg,42.775,114.579
img_0450.jpg,94.184,85.593
img_0451.jpg,14.068,182.094
img_0452.jpg,110.18,134.227
img_0453.jpg,183.75,221.942
img_0454.jpg,83.554,56.068
img_0455.jpg,180.586,65.805
img_0456.jpg,25.937,143.742
img_0457.jpg,148.945,52.55
img_0458.jpg,31.274,188.048
img_0459.jpg,33.9,168.35
img_0460.jpg,172.868,77.68
img_0461.jpg,13.255,176.945
img_0462.jpg,61.902,103.766
img_0463.jpg,180.571,125.063
img_0464.jpg,147.425,95.438
img_0465.jpg,42.919,73.577
img_0466.jpg,12.759,183.616
img_0467.jpg,200.537,218.193
img_0468.jpg,180.063,161.15
img_0469.jpg,120.519,166.39
img_0470.jpg,107.979,76.021
img_0471.jpg,87.899,156.951
img_0472.jpg,130.352,137.372
img_0473.jpg,75.753,53.087
img_0474.jpg,36.517,49.916
img_0475.jpg,144.627,101.754
img_0476.jpg,96.295,85.536
img_0477.jpg,112.083,76.571
img_0478.jpg,233.247,114.81
img_0479.jpg,227.371,58.729
img_0480.jpg,73.353,88.834
img_0481.jpg,146.238,64.848
img_0482.jpg,165.031,81.3
img_0483.jpg,118.033,111.855
img_0484.jpg,7.213,56.763
img_0485.jpg,78.033,165.798
img_0486.jpg,15.402,142.482
img_0487.jpg,71.802,52.902
img_0488.jpg,60.489,84.56
img_0489.jpg,22.346,135.947
img_0490.jpg,135.767,42.187
img_0491.jpg,235.187,54.828
img_0492.jpg,72.959,70.428
img_0493.jpg,113.421,40.31
img_0494.jpg,128.332,96.301
img_0495.jpg,67.317,77.835
img_0496.jpg,230.675,10.746
img_0497.jpg,213.865,191.935
img_0498.jpg,21.568,169.834
img_0499.jpg,95.219,36.605
img_0500.jpg,31.312,52.135
img_0501.jpg,43.781,75.707
img_0502.jpg,78.734,165.728
img_0503.jpg,16.928,128.871
img_0504.jpg,181.757,180.015
img_0505.jpg,174.179,78.71
img_0506.jpg,82.616,181.65
img_0507.jpg,67.016,75.141
img_0508.jpg,146.133,66.401
img_0509.jpg,104.589,154.888
img_0510.jpg,48.311,44.108
img_0511.jpg,81.533,47.895
img_0512.jpg,9.681,112.394
img_0513.jpg,36.68,160.098
img_0514.jpg,29.352,80.403
img_0515.jpg,177.4,68.771
img_0516.jpg,19.221,96.738
img_0517.jpg,122.807,112.16
img_0518.jpg,80.854,53.288
img_0519.jpg,71.89,130.066
img_0520.jpg,162.988,51.836
img_0521.jpg,90.471,197.297
img_0522.jpg,64.319,54.923
img_0523.jpg,75.396,93.98
img_0524.jpg,58.852,115.483
img_0525.jpg,29.894,146.405
img_0526.jpg,23.244,140.524
img_0527.jpg,209.067,18.165
img_0528.jpg,44.5,126.497
img_0529.jpg,87.817,124.439
img_0530.jpg,46.214,76.139
img_0531.jpg,183.205,27.038
img_0532.jpg,22.772,64.713
img_0533.jpg,16.485,103.638
img_0534.jpg,21.405,154.176
img_0535.jpg,65.649,75.225
img_0536.jpg,218.226,198.202
img_0537.jpg,149.881,211.308
img_0538.jpg,114.14,72.893
img_0539.jpg,65.606,75.051
img_0540.jpg,26.929,132.963
img_0541.jpg,95.683,192.83
img_0542.jpg,180.254,48.357
img_0543.jpg,125.053,74.659
img_0544.jpg,93.879,190.419
img_0545.jpg,208.763,107.998
img_0546.jpg,125.032,99.419
img_0547.jpg,168.829,214.549
img_0548.jpg,75.719,180.733
img_0549.jpg,15.178,179.904
img_0550.jpg,12.043,75.814
img_0551.jpg,25.46,147.479
img_0552.jpg,38.029,51.087
img_0553.jpg,54.53,153.626
img_0554.jpg,106.519,101.26
img_0555.jpg,212.008,152.092
img_0556.jpg,185.41,187.526
img_0557.jpg,60.67,117.474
img_0558.jpg,205.399,56.164
img_0559.jpg,213.339,45.408
img_0560.jpg,48.382,109.695
img_0561.jpg,18.364,102.343
img_0562.jpg,74.907,147.393
img_0563.jpg,75.952,187.861
img_0564.jpg,161.695,58.88
img_0565.jpg,49.93,154.333
img_0566.jpg,149.657,161.94
img_0567.jpg,7.318,64.017
img_0568.jpg,20.669,164.823
img_0569.jpg,208.75,100.102
img_0570.jpg,60.013,99.234
img_0571.jpg,37.184,186.172
img_0572.jpg,213.63,40.671
img_0573.jpg,106.754,89.926
img_0574.jpg,98.546,164.494
img_0575.jpg,124.915,182.697
img_0576.jpg,96.295,95.758
img_0577.jpg,80.42,115.578
img_0578.jpg,127.938,67.042
img_0579.jpg,207.922,55.253
img_0580.jpg,125.307,135.551
img_0581.jpg,34.077,126.65
img_0582.jpg,12.673,118.597
img_0583.jpg,188.306,43.086
img_0584.jpg,227.098,157.231
img_0585.jpg,235.289,61.347
img_0586.jpg,171.544,40.7
img_0587.jpg,201.998,134.898
img_0588.jpg,118.206,149.059
img_0589.jpg,45.937,181.278
img_0590.jpg,122.872,77.406
img_0591.jpg,193.816,49.615
img_0592.jpg,112.102,202.409
img_0593.jpg,34.953,63.316
img_0594.jpg,70.511,90.886
img_0595.jpg,105.146,62.995
img_0596.jpg,31.839,186.466
img_0597.jpg,112.244,173.121
img_0598.jpg,190.185,146.761
img_0599.jpg,170.303,147.9
img_0600.jpg,56.8,100.63
img_0601.jpg,96.103,202.088
img_0602.jpg,21.47,112.167
img_0603.jpg,206.256,116.462
img_0604.jpg,22.601,182.115
img_0605.jpg,22.995,78.886
img_0606.jpg,57.0,155.743
img_0607.jpg,28.332,176.99
img_0608.jpg,11.306,142.775
img_0609.jpg,223.989,121.086
img_0610.jpg,61.366,54.615
img_0611.jpg,222.128,163.956
img_0612.jpg,178.364,142.249
img_0613.jpg,181.718,104.685
img_0614.jpg,14.384,164.295
img_0615.jpg,150.548,87.93
img_0616.jpg,61.872,58.759
img_0617.jpg,89.337,42.482
img_0618.jpg,51.98,59.526
img_0619.jpg,151.05,207.531
img_0620.jpg,172.72,163.873
img_0621.jpg,154.49,173.017
img_0622.jpg,94.353,52.519
img_0623.jpg,184.739,33.611
img_0624.jpg,231.959,97.645
img_0625.jpg,233.154,14.533
img_0626.jpg,31.609,134.873
img_0627.jpg,223.778,8.8
img_0628.jpg,84.796,63.331
img_0629.jpg,35.658,186.354
img_0630.jpg,63.121,180.456
img_0631.jpg,52.827,76.343
img_0632.jpg,226.262,143.058
img_0633.jpg,15.606,128.452
img_0634.jpg,148.892,150.358
img_0635.jpg,84.617,178.868
img_0636.jpg,208.651,107.284
img_0637.jpg,54.997,132.918
img_0638.jpg,101.272,36.293
img_0639.jpg,92.331,128.494
img_0640.jpg,109.506,165.494
img_0641.jpg,109.418,91.537
img_0642.jpg,26.725,108.107
img_0643.jpg,19.257,51.495
img_0644.jpg,228.383,144.516
img_0645.jpg,91.641,98.971
img_0646.jpg,220.631,175.456
img_0647.jpg,32.195,145.313
img_0648.jpg,194.464,15.363
img_0649.jpg,216.885,27.923
img_0650.jpg,226.119,63.373
img_0651.jpg,21.048,130.486
img_0652.jpg,14.075,132.616
img_0653.jpg,65.541,84.723
img_0654.jpg,124.003,180.964
img_0655.jpg,68.61,133.35
img_0656.jpg,138.953,21.4
img_0657.jpg,12.765,119.257
img_0658.jpg,60.361,142.672
img_0659.jpg,60.406,77.688
img_0660.jpg,165.144,63.211
img_0661.jpg,171.348,20.916
img_0662.jpg,134.732,100.532
img_0663.jpg,135.916,87.392
img_0664.jpg,50.931,130.076
img_0665.jpg,43.326,153.727
img_0666.jpg,186.877,149.198
img_0667.jpg,175.759,91.445
img_0668.jpg,109.096,129.907
img_0669.jpg,46.378,183.301
img_0670.jpg,35.474,93.849
img_0671.jpg,74.885,110.618
img_0672.jpg,160.044,183.372
img_0673.jpg,81.094,163.597
img_0674.jpg,118.904,58.4
img_0675.jpg,42.248,62.358
img_0676.jpg,124.469,76.515
img_0677.jpg,10.803,170.459
img_0678.jpg,106.246,54.415
img_0679.jpg,17.31,69.992
img_0680.jpg,85.729,144.579
img_0681.jpg,49.18,144.397
img_0682.jpg,9.071,67.15
img_0683.jpg,131.979,70.109
img_0684.jpg,8.615,71.425
img_0685.jpg,11.748,140.589
img_0686.jpg,10.584,119.611
img_0687.jpg,29.556,49.523
img_0688.jpg,178.168,76.349
img_0689.jpg,67.205,197.824
img_0690.jpg,12.535,92.716
img_0691.jpg,48.275,115.91
img_0692.jpg,162.338,85.71
img_0693.jpg,9.403,101.687
img_0694.jpg,49.985,177.817
img_0695.jpg,114.552,96.718
img_0696.jpg,232.355,44.677
img_0697.jpg,29.126,63.856
img_0698.jpg,196.048,119.868
img_0699.jpg,68.959,125.691
img_0700.jpg,88.846,158.907
img_0701.jpg,14.087,82.787
img_0702.jpg,27.737,110.471
img_0703.jpg,23.437,177.877
img_0704.jpg,173.745,27.127
img_0705.jpg,24.511,73.689
img_0706.jpg,82.34,55.035
img_0707.jpg,160.342,92.502
img_0708.jpg,107.639,80.606
img_0709.jpg,185.093,218.32
img_0710.jpg,19.255,135.336
img_0711.jpg,15.003,112.506
img_0712.jpg,202.278,19.066
img_0713.jpg,124.121,99.488
img_0714.jpg,96.488,116.062
img_0715.jpg,198.636,119.246
img_0716.jpg,88.646,61.744
img_0717.jpg,91.689,92.181
img_0718.jpg,77.536,170.122
img_0719.jpg,24.425,167.298
img_0720.jpg,182.729,44.356
img_0721.jpg,209.384,212.202
img_0722.jpg,11.556,134.383
img_0723.jpg,143.369,105.051
img_0724.jpg,193.836,176.006
img_0725.jpg,30.137,170.704
img_0726.jpg,22.924,169.163
img_0727.jpg,185.125,46.174
img_0728.jpg,233.775,99.688
img_0729.jpg,74.036,59.281
img_0730.jpg,88.346,74.319
img_0731.jpg,13.174,94.128
img_0732.jpg,21.208,110.987
img_0733.jpg,198.975,149.983
img_0734.jpg,155.584,215.022
img_0735.jpg,131.205,52.535
img_0736.jpg,87.124,165.189
img_0737.jpg,84.171,43.577
img_0738.jpg,207.354,151.398
img_0739.jpg,155.226,100.641
img_0740.jpg,113.748,141.353
img_0741.jpg,154.02,64.515
img_0742.jpg,40.992,54.97
img_0743.jpg,19.889,121.977
img_0744.jpg,111.918,143.089
img_0745.jpg,35.23,173.727
img_0746.jpg,85.498,135.034
img_0747.jpg,56.217,123.165
img_0748.jpg,15.815,136.808
img_0749.jpg,118.339,129.64
img_0750.jpg,37.42,133.726
img_0751.jpg,21.789,51.428
img_0752.jpg,134.642,120.658
img_0753.jpg,121.195,127.083
img_0754.jpg,170.714,170.283
img_0755.jpg,86.002,41.004
img_0756.jpg,112.558,187.78
img_0757.jpg,83.764,137.59
img_0758.jpg,9.602,57.951
img_0759.jpg,62.459,107.707
img_0760.jpg,84.953,88.893
img_0761.jpg,128.647,119.342
img_0762.jpg,200.259,74.474
img_0763.jpg,18.8,144.985
img_0764.jpg,10.717,155.591
img_0765.jpg,70.849,40.11
img_0766.jpg,199.979,217.53
img_0767.jpg,127.721,173.77
img_0768.jpg,32.894,175.136
img_0769.jpg,152.674,144.347
img_0770.jpg,113.527,199.857
img_0771.jpg,191.444,223.147
img_0772.jpg,12.384,105.917
img_0773.jpg,41.159,163.156
img_0774.jpg,236.341,186.89
img_0775.jpg,24.966,64.125
img_0776.jpg,170.741,206.269
img_0777.jpg,13.405,156.317
img_0778.jpg,30.165,136.806
img_0779.jpg,112.007,129.091
img_0780.jpg,63.508,77.008
img_0781.jpg,69.355,155.969
img_0782.jpg,27.547,90.411
img_0783.jpg,57.679,91.011
img_0784.jpg,199.998,92.915
img_0785.jpg,46.111,52.674
img_0786.jpg,49.523,153.542
img_0787.jpg,55.71,100.611
img_0788.jpg,71.086,137.955
img_0789.jpg,163.148,82.356
img_0790.jpg,191.25,112.559
img_0791.jpg,15.625,173.448
img_0792.jpg,18.449,169.735
img_0793.jpg,96.458,125.216
img_0794.jpg,105.057,150.601
img_0795.jpg,73.525,141.693
img_0796.jpg,30.828,147.299
img_0797.jpg,149.114,174.533
img_0798.jpg,17.279,125.988
img_0799.jpg,42.224,188.729
img_0800.jpg,108.377,193.36
img_0801.jpg,98.128,72.063
img_0802.jpg,149.079,131.993
img_0803.jpg,157.354,116.063
img_0804.jpg,58.316,154.532
img_0805.jpg,19.283,109.918
img_0806.jpg,86.597,37.794
img_0807.jpg,134.0,196.824
img_0808.jpg,57.197,123.213
img_0809.jpg,174.993,25.365
img_0810.jpg,26.232,179.704
img_0811.jpg,37.143,74.719
img_0812.jpg,55.408,125.851
img_0813.jpg,171.605,141.907
img_0814.jpg,40.683,143.469
img_0815.jpg,17.941,85.679
img_0816.jpg,56.744,66.994
img_0817.jpg,50.125,120.949
img_0818.jpg,20.475,162.381
img_0819.jpg,67.397,85.495
img_0820.jpg,61.129,128.791
